	roi	task	n_boot	func	loc	loc_deg	kappa1	scale1	kappa2	scale2	maxr	minr	amp	fwhm	nearest_dist_bin	roi_labels
0	1.0	ltm	0	diff_vonmises	-0.0790325380678449	-4.528230875494531	8.30774337004657	0.5263580322126691	0.1803397711775368	4.381758982137363	-0.2330266718617004	-0.7498993322658104	0.51687266040411	43.892731719776776	near	V1
1	2.0	ltm	0	diff_vonmises	0.0241481667445635	1.3835880374416627	2.340652138382457	1.9852926621823768	0.6396985433675488	3.471653195005916	0.1773294819401101	-0.3965508654856261	0.5738803474257362	70.36305586381178	near	V2
2	3.0	ltm	0	diff_vonmises	0.0107961394658524	0.6185732264279682	4.127778591511691	0.7595270745957188	0.2363747958772372	1.427417850806044	0.3102258207149167	-0.2149973437434145	0.5252231644583313	63.288238496430296	near	V3
3	4.0	ltm	0	diff_vonmises	-0.0541565791739155	-3.102943419531454	1.4826383225498303	5.595893278887568	0.737662773779619	7.157440705270646	0.318722728079118	-0.4566367671861606	0.7753594952652787	81.92521809843427	near	V4
4	5.0	ltm	0	diff_vonmises	-0.0604632049309891	-3.464286458380265	2.3871634396096426	1.1053971154828506	1.3133436098718814e-19	1.9574032879513952	0.3223972367475456	-0.3061768331912797	0.6285740699388254	89.01833378745553	near	V3ab
5	6.0	ltm	0	diff_vonmises	0.2756364468242869	15.792805083013786	0.8068764626800542	90.98642131346888	0.7910876069419055	91.46519490228398	0.1297756981188094	-0.1587416847256708	0.2885173828444802	97.46554140866353	near	IPS0
6	7.0	ltm	0	diff_vonmises	0.0191189655257242	1.0954360332801192	0.4461125982636939	82.07628657392351	0.428130376332565	82.91258447038618	0.0776606423667161	-0.2585245889543168	0.3361852313210329	126.89646545286352	near	LO1
0	1.0	ltm	1	diff_vonmises	-0.0482726786920652	-2.765820754846437	15.549764051313696	0.2932359635869983	0.0716352495456472	3.239667758429721	-0.0957636605074566	-0.5375715173272538	0.4418078568197972	33.685186758214655	near	V1
1	2.0	ltm	1	diff_vonmises	0.1634631313226337	9.36574753077964	7.953849795657735	0.5802039793449274	0.4009060799436802	1.5667232485167704	0.283974197878695	-0.2810834674001216	0.5650576652788166	45.21123288448271	near	V2
2	3.0	ltm	1	diff_vonmises	0.1044452648906543	5.984272868360411	2.024745993438936	51.86661815186804	1.980129813763361	52.16953164301126	0.2052597283347097	-0.1561921106425075	0.3614518389772172	62.25923974025966	near	V3
3	4.0	ltm	1	diff_vonmises	0.0254962214226213	1.4608258810472388	1.322407598576665	248.77733054196463	1.3073795683965337	249.9955885686342	0.1919185006703969	-0.354594645482944	0.546513146153341	73.43599941595738	near	V4
4	5.0	ltm	1	diff_vonmises	-0.1306900826234104	-7.487990158537433	2.353692752989065	0.7304127378820218	4.1220306674113755e-17	1.632525586721456	0.1555640568129556	-0.2560736025123485	0.4116376593253041	89.63574274871846	near	V3ab
5	6.0	ltm	1	diff_vonmises	0.5560850940909307	31.8613289415456	0.945493844768827	108.02283653559562	0.930534659131059	108.8643059637806	0.0306640135051523	-0.198939450353345	0.2296034638584974	84.09590633929338	near	IPS0
6	7.0	ltm	1	diff_vonmises	0.1390298847895354	7.96582562463046	3.767640695052276	0.3784507143352181	1.1085476336895645e-16	1.2966223686581184	0.0752219317230226	-0.2062135173412571	0.2814354490642797	70.59552710512696	near	LO1
